"","zip","donations","total","total_population","rate_per_1000"
"1","20601",1425,35154.4,25517,55.8451228592703
"2","20602",897,22974.04,26550,33.7853107344633
"3","20603",1449,54640.3600000001,31975,45.3166536356529
"4","20604",58,1159.21,NA,NA
"5","20606",21,293.6,374,56.1497326203209
"6","20607",578,12869.2,10843,53.3062805496634
"7","20608",26,960.7,860,30.2325581395349
"8","20609",48,2305.44,1151,41.7028670721112
"9","20610",40,2338.04,NA,NA
"10","20611",35,826.2,1634,21.4198286413709
"11","20612",146,717.07,203,719.211822660099
"12","20613",1242,21712.1499999999,14020,88.5877318116976
"13","20615",156,2400.24,421,370.546318289786
"14","20616",292,6938.14,6389,45.7035529816873
"15","20617",122,2581.13,832,146.634615384615
"16","20618",111,3086.19,406,273.399014778325
"17","20619",1321,50741.1300000001,15052,87.7624235981929
"18","20620",163,5863.94,1369,119.065010956903
"19","20621",39,1845.49,960,40.625
"20","20622",383,17405.31,6887,55.6120226513722
"21","20623",103,2147.44,2997,34.3677010343677
"22","20624",18,727.23,1409,12.7750177430802
"23","20625",26,1835.37,646,40.2476780185759
"24","20626",16,1488.6,304,52.6315789473684
"25","20627",3,520.24,NA,NA
"26","20628",88,2661.53,477,184.486373165618
"27","20630",57,8129.48,301,189.36877076412
"28","20632",74,1660.46,432,171.296296296296
"29","20634",2590,41293.0599999999,6478,399.814757641247
"30","20636",1831,39801.9999999999,10805,169.458583988894
"31","20637",1342,50569.8899999999,5751,233.350721613632
"32","20639",4060,78700.2900000003,15793,257.075919711264
"33","20640",1132,23500.45,10333,109.551921029711
"34","20645",104,2337.07,749,138.851802403204
"35","20646",5750,92164.8600000004,21951,261.947063915084
"36","20650",6687,111278.180000001,14672,455.766085059978
"37","20653",2289,45948.46,24274,94.2984262997446
"38","20656",4,4,NA,NA
"39","20657",1350,80439.9200000004,19226,70.2174139186518
"40","20658",11,1121.18,848,12.9716981132075
"41","20659",3755,91069.1900000005,23312,161.075840768703
"42","20660",2,2000,0,Inf
"43","20662",133,9742.39,2876,46.2447844228095
"44","20664",281,8245.47,3462,81.1669555170422
"45","20667",30,1417.13,633,47.3933649289099
"46","20670",19,705.89,1441,13.1852879944483
"47","20674",209,9114.10000000001,848,246.462264150943
"48","20675",131,4188.69,2017,64.9479424888448
"49","20676",691,23146.86,3848,179.573804573805
"50","20677",10510,52261.3000000004,2416,4350.16556291391
"51","20678",2547,50940.5,12261,207.731832640078
"52","20680",44,1978.8,934,47.1092077087794
"53","20684",75,3987.88,1066,70.3564727954972
"54","20685",1045,30678.4899999999,6942,150.532987611639
"55","20686",5,389.33,1775,2.8169014084507
"56","20687",7,244.3,448,15.625
"57","20688",2245,37209.4799999999,1749,1283.59062321326
"58","20689",49,2773.01,2081,23.546371936569
"59","20690",735,14588.27,905,812.154696132597
"60","20692",20,1091.63,899,22.2469410456062
"61","20693",52,1714.54,833,62.4249699879952
"62","20695",426,14520.07,8089,52.6641117567066
"63","20701",15,1439.86,92,163.04347826087
"64","20703",36,1705.44,NA,NA
"65","20705",805,22559.74,27663,29.1002422007736
"66","20706",1107,29126.8400000001,43670,25.3492099839707
"67","20707",1548,34556.4499999999,32798,47.1979998780413
"68","20708",789,54085.47,27843,28.3374636353841
"69","20709",7,876.03,NA,NA
"70","20710",72,2001.27,9553,7.5368994033288
"71","20711",727,37307.3,7413,98.070956427897
"72","20712",173,4516.9,9608,18.0058284762698
"73","20714",382,12063.77,4683,81.5716421097587
"74","20715",4184,142469.330000001,27556,151.836260705472
"75","20716",1680,27480.63,22237,75.5497594099923
"76","20717",1,26.03,NA,NA
"77","20718",1,24.98,NA,NA
"78","20720",1111,34529.48,22971,48.3653301989465
"79","20721",535,14887.37,29730,17.9952909519004
"80","20722",233,3351.64,5728,40.677374301676
"81","20723",1100,43215.25,35411,31.0637937364096
"82","20724",696,11786.81,17513,39.7419060126763
"83","20725",12333,55055.4100000002,NA,NA
"84","20726",8,423.17,NA,NA
"85","20732",1193,30932.3399999999,9820,121.486761710794
"86","20733",781,35883.32,2777,281.238746849118
"87","20735",1180,22491.1399999999,38220,30.8738880167452
"88","20736",765,36527.3399999999,9248,82.7205882352941
"89","20737",225,5443.21,22295,10.0919488674591
"90","20738",9,132,NA,NA
"91","20740",1193,56220.71,31349,38.0554403649239
"92","20741",34,671.36,NA,NA
"93","20742",1,1,6726,0.148676776687481
"94","20743",183,4492.56,37888,4.83002533783784
"95","20744",2353,35052.25,54925,42.8402366863905
"96","20745",1032,53411.8099999997,27790,37.1356603094638
"97","20746",140,2967.64,27041,5.17732332384157
"98","20747",375,12687.24,40484,9.26291868392451
"99","20748",653,14587.36,38904,16.7849064363562
"100","20749",83,79.15,NA,NA
"101","20750",4,102.06,NA,NA
"102","20751",672,10915.3,2091,321.377331420373
"103","20753",7,250.49,NA,NA
"104","20754",1336,44534.29,7124,187.535092644582
"105","20755",167,4977.14,10873,15.3591465097029
"106","20757",6,153.85,NA,NA
"107","20758",135,4327.03,451,299.334811529933
"108","20759",1027,36052.19,5311,193.372246281303
"109","20760",3,30.82,NA,NA
"110","20762",48,14706.78,3079,15.5894771029555
"111","20763",71,3276.51,1635,43.4250764525994
"112","20764",462,12968.5,3829,120.658135283364
"113","20765",522,6221.26,407,1282.55528255528
"114","20768",8,446.61,NA,NA
"115","20769",210,15896.25,6222,33.7512054001929
"116","20770",496,21328.51,24560,20.1954397394137
"117","20772",1389,31955.9399999999,45321,30.6480439531343
"118","20773",22,1109.36,NA,NA
"119","20774",841,21914.56,47165,17.8310187639139
"120","20775",8,80,NA,NA
"121","20776",1963,65721.77,3271,600.122286762458
"122","20777",293,20180.67,3687,79.4684024952536
"123","20778",393,16143.26,2079,189.033189033189
"124","20779",125,5277,993,125.881168177241
"125","20781",158,10096.33,11694,13.5112023259791
"126","20782",7196,26050.8300000003,33398,215.462003712797
"127","20783",527,9823.73,45302,11.6330404838638
"128","20784",379,17513.35,30270,12.5206475057813
"129","20785",651,38606.71,38878,16.7446885127836
"130","20791",17,605.24,NA,NA
"131","20794",793,15510.41,17939,44.2053626177602
"132","20797",23,328.58,NA,NA
"133","20810",7,102.55,NA,NA
"134","20811",8,255,NA,NA
"135","20812",15,2051.1,309,48.5436893203883
"136","20813",43,670.26,NA,NA
"137","20814",2487,202639.160000001,29021,85.6965645567003
"138","20815",3805,721210.809999998,30664,124.08687711975
"139","20816",2495,284897.079999999,16316,152.917381711204
"140","20817",3009,522987.409999998,37315,80.6378132118451
"141","20818",316,18863.18,1971,160.324708269914
"142","20824",2,10,NA,NA
"143","20825",4,269.4,NA,NA
"144","20827",174,2008.82,NA,NA
"145","20830",20,467.1,NA,NA
"146","20832",3362,114980.550000001,26437,127.170253810947
"147","20833",963,30259.0599999999,7369,130.682589225132
"148","20837",3241,57977.1200000001,6287,515.508191506283
"149","20838",24,941.08,302,79.4701986754967
"150","20839",18,512.85,97,185.567010309278
"151","20841",744,21229.88,11443,65.0179148824609
"152","20842",136,10108.01,1676,81.145584725537
"153","20849",62,737.24,NA,NA
"154","20850",5886,203583.640000001,53176,110.689032646307
"155","20851",719,18287.63,15489,46.4200400284073
"156","20852",4380,157263.340000001,46178,94.850361644073
"157","20853",2626,124813.380000001,31061,84.5433179871865
"158","20854",12131,944799.18,49189,246.620179308382
"159","20855",2795,92437.8700000004,15287,182.835088637404
"160","20857",2,50,NA,NA
"161","20859",988,20682.4699999999,NA,NA
"162","20860",292,14416.61,2855,102.276707530648
"163","20861",257,11465.85,1449,177.36369910283
"164","20862",70,3784.64,341,205.278592375367
"165","20866",1219,25807.39,16365,74.4882370913535
"166","20868",122,2218.01,780,156.410256410256
"167","20871",4612,80923.9600000006,18628,247.584281726433
"168","20872",1755,39932.7499999999,12603,139.252558914544
"169","20874",4528,132768.290000002,61087,74.1237906592237
"170","20875",139,4183.31,NA,NA
"171","20876",3321,59598.9600000003,30778,107.901748001819
"172","20877",4482,135030.550000001,38423,116.648882179944
"173","20878",6764,261582.070000001,63030,107.313977471046
"174","20879",1423,46258.6600000001,26164,54.387708301483
"175","20880",2579,3529.36000000001,547,4714.80804387569
"176","20882",2077,55039.3700000001,13988,148.48441521304
"177","20883",8,379.61,NA,NA
"178","20884",1,1,NA,NA
"179","20885",26,173.35,NA,NA
"180","20886",2666,44448.8,34834,76.5344203938681
"181","20888",51,227,NA,NA
"182","20889",3,2,NA,NA
"183","20895",1821,84943.8400000003,19026,95.7111321349732
"184","20896",54,6205.74,775,69.6774193548387
"185","20901",1373,39357.0299999999,36278,37.8466288108495
"186","20902",2665,111594.100000001,52908,50.3704543736297
"187","20903",587,24608.24,27973,20.9845207879026
"188","20904",3751,162519.770000001,55275,67.8606965174129
"189","20905",1413,51927.54,18662,75.7153574107813
"190","20906",5229,113328.510000002,70749,73.9091718610864
"191","20907",40,632.92,NA,NA
"192","20908",1,20.24,NA,NA
"193","20910",4974,124519.65,44301,112.27737522855
"194","20912",343,14698.36,26140,13.1216526396327
"195","20913",1,52.05,NA,NA
"196","20914",1,100,NA,NA
"197","20915",2,10.42,NA,NA
"198","20916",2,10,NA,NA
"199","20918",1,1,NA,NA
"200","20938",1,250,NA,NA
"201","21001",1059,32703.4099999999,24752,42.784421460892
"202","21005",51,1740.71,2872,17.7576601671309
"203","21009",5140,66653.2000000004,29905,171.877612439391
"204","21010",4,76,211,18.957345971564
"205","21011",6,194,NA,NA
"206","21012",3137,92377.8800000006,21600,145.231481481481
"207","21013",1870,51311.06,4768,392.197986577181
"208","21014",7659,148802.470000003,36538,209.617384640648
"209","21015",4943,124358.720000002,29199,169.286619404774
"210","21017",616,9860.27999999999,6983,88.2142345696692
"211","21020",2,73.93,NA,NA
"212","21022",6,353.2,NA,NA
"213","21023",18,1727.7,NA,NA
"214","21028",651,12705.77,2783,233.920229967661
"215","21029",996,55820.08,10895,91.4180816888481
"216","21030",2511,108375.520000001,24396,102.926709296606
"217","21031",3,121.07,0,Inf
"218","21032",2557,106763.88,8084,316.303809995052
"219","21034",196,4830.95,3483,56.273327591157
"220","21035",1619,105207.05,7957,203.468643961292
"221","21036",128,7781.64,2112,60.6060606060606
"222","21037",2560,132253.670000001,21046,121.638316069562
"223","21040",1925,35919.8,24166,79.6573698584788
"224","21041",24,1808.51,NA,NA
"225","21042",5156,197983.370000001,41195,125.160820487923
"226","21043",6185,122321.360000001,47351,130.620261451712
"227","21044",2871,89628.9800000005,44256,64.8725596529284
"228","21045",2114,65944.75,40365,52.3721045460176
"229","21046",1732,41757.7999999999,15655,110.635579687001
"230","21047",1600,55999.08,12266,130.441871840861
"231","21048",1342,54494.54,10276,130.595562475671
"232","21050",2703,80880.2300000001,18123,149.147492137063
"233","21051",23,1247.92,295,77.9661016949153
"234","21052",33,576.63,211,156.398104265403
"235","21053",1337,18719.86,3225,414.573643410853
"236","21054",1243,55027.51,11199,110.992052861863
"237","21056",146,61699,158,924.050632911392
"238","21057",803,30587.22,4232,189.744801512287
"239","21060",2913,77188.2200000002,34899,83.4694403851113
"240","21061",4334,94884.250000001,53860,80.4678796880802
"241","21071",73,2712.2,581,125.645438898451
"242","21074",1937,41324.14,15166,127.719899775814
"243","21075",1098,38737.7899999999,33726,32.5564846112791
"244","21076",1184,37133.1999999999,17442,67.8821236096778
"245","21077",3,86.21,276,10.8695652173913
"246","21078",3100,79610.6100000006,18366,168.790155722531
"247","21082",236,4434.75,656,359.756097560976
"248","21084",1880,31766.8399999999,7603,247.270814152308
"249","21085",2769,60720.31,16055,172.46963562753
"250","21087",2194,51768.6800000001,5394,406.748238783834
"251","21088",5,207.86,NA,NA
"252","21090",912,24629.48,9991,91.2821539385447
"253","21092",1,48.93,NA,NA
"254","21093",9103,260605.550000003,37996,239.577850300032
"255","21094",15,371.92,NA,NA
"256","21102",1820,33108.77,11787,154.407397980826
"257","21104",1121,24535.43,5762,194.550503297466
"258","21106",2,73.93,NA,NA
"259","21108",2665,93759.3100000004,18782,141.891172399106
"260","21111",900,31044.0699999999,5387,167.06886950065
"261","21113",2621,93812.1300000006,34473,76.030516636208
"262","21114",5108,183088.810000001,27303,187.085668241585
"263","21117",3482,100675.680000001,59301,58.7173909377582
"264","21120",1165,36591.7299999999,7095,164.200140944327
"265","21122",9814,198584.700000002,61051,160.750847651963
"266","21123",23,811.17,NA,NA
"267","21128",1706,38107.3399999999,13985,121.987844118699
"268","21130",5,202,156,32.051282051282
"269","21131",986,53588.45,7282,135.402361988465
"270","21132",1935,26892.72,3232,598.700495049505
"271","21133",853,11557.73,33299,25.6163848764227
"272","21136",5753,117010.230000002,34177,168.329578371419
"273","21139",72,2126.1,NA,NA
"274","21140",372,14685.77,3564,104.377104377104
"275","21144",4088,93118.1200000007,35335,115.692656006792
"276","21146",4267,170297.640000001,27555,154.853928506623
"277","21150",2,260,NA,NA
"278","21152",506,25937.43,5462,92.6400585865983
"279","21153",84,9404.07,447,187.919463087248
"280","21154",1432,32637.78,5804,246.726395589249
"281","21155",225,8949.85,2532,88.8625592417062
"282","21156",38,1853.68,316,120.253164556962
"283","21157",4538,133764.660000002,37749,120.215105035895
"284","21158",2036,62736.16,20906,97.3883095761982
"285","21160",432,7897.95,2933,147.289464711899
"286","21161",855,25529.9599999999,5601,152.651312265667
"287","21162",327,8861.85000000001,4331,75.5021934888017
"288","21163",2253,31190.8699999999,7030,320.483641536273
"289","21164",1,100,NA,NA
"290","21201",1094,21142.5,17256,63.3982382939268
"291","21202",492,22378.1,21784,22.585383767903
"292","21203",13,4779.48,NA,NA
"293","21204",8428,189115.320000003,21545,391.181248549547
"294","21205",80,3283.32,16239,4.9264117248599
"295","21206",814,20841.26,52020,15.6478277585544
"296","21207",511,14736.52,48872,10.4558847601899
"297","21208",3218,69404.8800000002,35266,91.2493619917201
"298","21209",1197,39362.57,28309,42.2833727789749
"299","21210",586,22138.41,15553,37.6776184658908
"300","21211",373,14625.33,16370,22.7855833842395
"301","21212",1784,57711.1099999999,33431,53.3636445215519
"302","21213",222,5964.94,31007,7.15967362208534
"303","21214",930,10893.83,21392,43.474195961107
"304","21215",1294,21237.41,58283,22.2020143094899
"305","21216",38,780.86,30179,1.25915371616024
"306","21217",524,7613.85,33644,15.5748424681964
"307","21218",1068,22943.17,47555,22.4582062874566
"308","21219",1407,24274.24,9550,147.329842931937
"309","21220",6821,123716.150000001,41051,166.159167864364
"310","21221",3435,71861.3400000003,42078,81.634108084985
"311","21222",3186,58565.29,55212,57.7048467724408
"312","21223",189,5440.71,22392,8.44051446945338
"313","21224",4252,97096.6400000004,49332,86.1915186896943
"314","21225",1693,20727.43,34363,49.2681081395687
"315","21226",355,6695,6247,56.8272770930046
"316","21227",1904,36017.46,33589,56.6852243293936
"317","21228",8380,190287.569999999,48196,173.873350485517
"318","21229",1451,43147,45921,31.597743951569
"319","21230",3292,42890.4200000004,34274,96.0494835735543
"320","21231",156,11765.87,15854,9.83978806610319
"321","21234",4150,80660.8600000007,68381,60.6893727789883
"322","21236",5367,102116.840000001,39707,135.165084242073
"323","21237",1956,57059.06,30129,64.9208403863388
"324","21239",410,10179.44,30424,13.4762029976334
"325","21240",1,26.03,0,Inf
"326","21241",2,75,NA,NA
"327","21244",549,13203.5,36394,15.0849041050723
"328","21247",7,167.08,NA,NA
"329","21250",2,105.21,2367,0.844951415293621
"330","21251",50,1973.96,965,51.8134715025907
"331","21252",4,100,2383,1.67855644146034
"332","21263",6,84.28,NA,NA
"333","21279",5,73,NA,NA
"334","21284",4,313.3,NA,NA
"335","21286",3403,97379.9699999999,19849,171.444405259711
"336","21287",1,1,NA,NA
"337","21401",8690,458704.359999996,38315,226.80412371134
"338","21402",64,1129.13,6669,9.59664117558854
"339","21403",3952,180484.760000001,31377,125.952130541479
"340","21404",14,3117.25,NA,NA
"341","21405",107,3649.42,337,317.507418397626
"342","21409",4980,188649.090000001,19931,249.86202398274
"343","21412",6,172.66,NA,NA
"344","21501",5,30,NA,NA
"345","21502",4775,103737.060000001,42391,112.641834351631
"346","21505",2,42.14,NA,NA
"347","21520",98,3721.25,2200,44.5454545454545
"348","21521",33,1075.88,1102,29.94555353902
"349","21522",1,47,233,4.29184549356223
"350","21523",7,86.89,188,37.2340425531915
"351","21524",20,457.2,775,25.8064516129032
"352","21529",57,1045.86,434,131.336405529954
"353","21530",89,1889.75,1859,47.8752017213556
"354","21531",246,7033.79,1868,131.69164882227
"355","21532",2300,30815.4600000001,14726,156.18633709086
"356","21536",814,7843.59000000001,4123,197.429056512248
"357","21538",29,862.24,410,70.7317073170732
"358","21539",32,1421.75,2606,12.279355333845
"359","21540",1,21.07,102,9.80392156862745
"360","21541",216,9666.63,1421,152.005629838142
"361","21543",280,4508.58,276,1014.49275362319
"362","21545",64,1568.56,1740,36.7816091954023
"363","21550",1221,35610.6199999999,14077,86.7372309440932
"364","21552",1,1,NA,NA
"365","21555",98,2438.65,1586,61.7906683480454
"366","21556",2,53.05,NA,NA
"367","21557",69,1298.94,1410,48.936170212766
"368","21560",40,438.4,NA,NA
"369","21561",323,20203.79,2464,131.087662337662
"370","21562",73,1325.55,3519,20.7445296959363
"371","21601",3519,198588.04,23399,150.391042352237
"372","21607",10,253.65,737,13.5685210312076
"373","21610",22,612.65,433,50.8083140877598
"374","21612",40,2340.93,381,104.98687664042
"375","21613",1016,25820.1799999999,17132,59.3042260098062
"376","21617",1393,44502.8499999999,10570,131.788079470199
"377","21619",1752,53307.84,5964,293.762575452716
"378","21620",3547,57317.9300000001,12850,276.031128404669
"379","21622",47,1015.86,854,55.0351288056206
"380","21623",160,11603.93,1989,80.4424333836099
"381","21624",2,200,175,11.4285714285714
"382","21625",181,6536.09,2583,70.0735578784359
"383","21628",76,1665.3,448,169.642857142857
"384","21629",702,26028.7599999999,9396,74.7126436781609
"385","21631",106,2140.96,2814,37.6687988628287
"386","21632",385,8560.20999999999,6078,63.3432050016453
"387","21634",12,660.53,198,60.6060606060606
"388","21635",909,25782.63,1983,458.39636913767
"389","21636",140,3741.63,1015,137.931034482759
"390","21638",688,24723.96,5130,134.11306042885
"391","21639",299,4298.61,5279,56.6395150596704
"392","21640",21,870.59,1499,14.0093395597065
"393","21643",129,3421.16,5864,21.9986357435198
"394","21644",21,1489.06,90,233.333333333333
"395","21645",799,16686.72,1261,633.624107850912
"396","21647",2,1046.02,288,6.94444444444444
"397","21648",6,292.18,175,34.2857142857143
"398","21649",11,251.31,1935,5.68475452196382
"399","21650",36,743.28,246,146.341463414634
"400","21651",114,4187.79,2894,39.3918451969592
"401","21652",6,186.33,118,50.8474576271187
"402","21653",5,115.48,143,34.965034965035
"403","21654",475,35940.68,986,481.744421906694
"404","21655",911,15795.93,4747,191.910680429745
"405","21657",81,4380.89,910,89.010989010989
"406","21658",1085,46045.02,3987,272.13443691999
"407","21659",3060,58483.72,1356,2256.63716814159
"408","21660",318,8391.40999999999,4292,74.0913327120224
"409","21661",1483,30077.57,2487,596.300763972658
"410","21662",168,15801.98,418,401.913875598086
"411","21663",1221,42010.0099999999,3424,356.60046728972
"412","21664",12,606.33,445,26.9662921348315
"413","21665",55,6186.34,215,255.813953488372
"414","21666",2612,85565.1600000003,12836,203.4901838579
"415","21667",5,207,292,17.1232876712329
"416","21668",399,6508.43,1816,219.713656387665
"417","21669",15,1276.7,254,59.0551181102362
"418","21671",57,2785.99,984,57.9268292682927
"419","21672",2,46.05,161,12.4223602484472
"420","21673",188,8611.57,3270,57.4923547400612
"421","21675",1,25,90,11.1111111111111
"422","21676",21,710.05,424,49.5283018867925
"423","21677",128,1134.99,446,286.995515695067
"424","21678",43,1922.59,1842,23.3441910966341
"425","21679",81,2694.71,289,280.276816608997
"426","21701",6057,114826.350000002,37017,163.627522489667
"427","21702",5174,126991.270000002,41815,123.735501614253
"428","21703",2098,67041.95,37473,55.9869772903157
"429","21704",1240,58343.61,16887,73.4292651151774
"430","21705",33,1493.22,3,11000
"431","21710",301,13761.38,4859,61.9469026548673
"432","21711",27,898.07,1076,25.092936802974
"433","21713",1288,40229.74,10728,120.059656972409
"434","21714",12,290.82,216,55.5555555555556
"435","21715",22,502.48,NA,NA
"436","21716",540,16379.82,5078,106.341079165026
"437","21717",54,1939.79,77,701.298701298701
"438","21718",6,494.52,151,39.7350993377483
"439","21719",58,2473.47,1002,57.8842315369262
"440","21720",6,386.22,NA,NA
"441","21721",45,432.32,NA,NA
"442","21722",317,9866.6,5748,55.1496172581768
"443","21723",215,3686.48,759,283.267457180501
"444","21727",756,28446.51,6792,111.3074204947
"445","21733",22,980.28,897,24.5261984392419
"446","21734",64,1267.72,816,78.4313725490196
"447","21737",149,9376.61,2462,60.5199025182778
"448","21738",1641,31309.77,3827,428.795401097465
"449","21740",41865,136944.650000002,61768,677.77813754695
"450","21741",22,466.39,NA,NA
"451","21742",5487,163741.370000001,33483,163.874204820357
"452","21746",9,552.02,3008,2.99202127659574
"453","21750",165,5061.72,3694,44.6670276123443
"454","21754",1220,39970.8,6667,182.990850457477
"455","21755",504,21364.61,5603,89.9518115295377
"456","21756",336,22238.63,3056,109.947643979058
"457","21757",196,10792.84,2793,70.1754385964912
"458","21758",1294,30557.5499999999,5127,252.3893114882
"459","21762",53,2202.48,202,262.376237623762
"460","21765",6,551.1,NA,NA
"461","21766",177,1711.67,483,366.459627329193
"462","21767",271,2927.97,650,416.923076923077
"463","21769",1570,39481.7,11629,135.007309312925
"464","21770",723,20556.36,5513,131.144567386178
"465","21771",6746,150894.490000003,29901,225.611183572456
"466","21773",402,13039.27,5431,74.0195175842386
"467","21774",2844,60800.73,13092,217.231897341888
"468","21776",1147,15895.47,5516,207.94053662074
"469","21777",105,5306.59,1868,56.2098501070664
"470","21778",138,3602.84,909,151.815181518152
"471","21779",121,6273.83,1032,117.248062015504
"472","21780",106,3914.23,1614,65.6753407682776
"473","21782",271,8791.65,4495,60.2892102335929
"474","21783",718,14984.94,8894,80.7285810658871
"475","21784",6982,355008.319999996,37365,186.859360363977
"476","21787",1154,26892.23,10173,113.437530718569
"477","21788",986,20376.15,11910,82.7875734676742
"478","21791",1011,16003.32,5245,192.755004766444
"479","21793",1537,46443.08,10416,147.561443932412
"480","21794",384,21564.39,2277,168.642951251647
"481","21795",917,23988.37,9147,100.25144856237
"482","21797",2300,90915.0100000006,8873,259.213343852136
"483","21798",453,9415.33999999999,2057,220.223626640739
"484","21801",2279,50766.34,29866,76.3075068639925
"485","21802",43,2320.96,90,477.777777777778
"486","21804",4477,63720.6000000004,40877,109.52369303031
"487","21810",75,2913.13,814,92.1375921375921
"488","21811",3477,115303.710000001,24071,144.447675626272
"489","21813",503,11720.36,2672,188.248502994012
"490","21814",5,267.12,268,18.6567164179104
"491","21817",551,19574.95,4515,122.03765227021
"492","21821",73,5392.68,871,83.8117106773823
"493","21822",182,10207.6,1687,107.883817427386
"494","21824",8,294.93,101,79.2079207920792
"495","21826",1033,11213.05,5325,193.990610328638
"496","21829",6,113.99,401,14.9625935162095
"497","21830",231,9891.73,4060,56.8965517241379
"498","21835",19,622.25,337,56.379821958457
"499","21837",85,2525.72,3200,26.5625
"500","21838",168,2872.48,1657,101.388050694025
"501","21840",8,342.2,438,18.2648401826484
"502","21841",80,2151.88,1580,50.6329113924051
"503","21842",6872,94323.410000001,10655,644.955419990615
"504","21843",164,18116.73,NA,NA
"505","21849",320,9043.98,3577,89.460441710931
"506","21850",98,1950.46,2935,33.3901192504259
"507","21851",1760,13319.82,6949,253.273852352857
"508","21852",2,2,NA,NA
"509","21853",189,7985.15,11957,15.8066404616543
"510","21856",116,1575.89,875,132.571428571429
"511","21861",30,750.43,689,43.5413642960813
"512","21862",7,266.86,90,77.7777777777778
"513","21863",502,14885.14,4657,107.794717629375
"514","21864",62,422.49,548,113.138686131387
"515","21865",553,5861.25999999999,594,930.976430976431
"516","21869",162,3811.92,1145,141.484716157205
"517","21871",6748,28618.6199999998,2198,3070.06369426752
"518","21872",67,1340.17,379,176.781002638522
"519","21874",289,5033.47,1874,154.215581643543
"520","21875",571,7865.31999999999,6676,85.530257639305
"521","21901",1807,37834.4,16790,107.62358546754
"522","21903",722,9080.16999999997,5947,121.405750798722
"523","21904",429,10706.21,7075,60.6360424028269
"524","21911",2860,39679.05,11130,256.96316262354
"525","21912",116,4251.12,1139,101.843722563652
"526","21913",40,1308.5,880,45.4545454545455
"527","21914",28,1399.73,860,32.5581395348837
"528","21915",262,10522.59,2949,88.8436758223126
"529","21917",138,3712.39,2127,64.8801128349788
"530","21918",682,13136.44,3692,184.723726977248
"531","21919",193,7736.6,2919,66.118533744433
"532","21920",8,227.88,491,16.2932790224033
"533","21921",6986,117748.400000001,46162,151.336597201161
"534","21922",22,455.97,NA,NA
"535","21930",1,312.3,132,7.57575757575758
"536","22093",2,90,NA,NA
"537","22312",25,2183.76,NA,NA
"538","22905",1,47,NA,NA
"539","26876",1,1,NA,NA
"540","27549",1,30,NA,NA
"541","28852",16,268,NA,NA
"542","28878",8,146.55,NA,NA
"543","30328",10,88.02,NA,NA
"544","33371",1,1,NA,NA
"545","35791",1,1,NA,NA
"546","35827",1,1,NA,NA
"547","36339",1,1,NA,NA
"548","36362",6,120,NA,NA
"549","37535",1,1,NA,NA
"550","40752",1,1,NA,NA
"551","41880",1,1,NA,NA
"552","42941",1,1,NA,NA
"553","44593",1,1,NA,NA
"554","46432",1,1,NA,NA
"555","55094",1,1,NA,NA
"556","57404",1,1,NA,NA
"557","57876",1,1,NA,NA
"558","59573",1,1,NA,NA
"559","63584",1,1,NA,NA
"560","68775",1,1,NA,NA
"561","70109",1,1,NA,NA
"562","70287",1,1,NA,NA
"563","70960",1,1,NA,NA
"564","71990",1,1,NA,NA
"565","72605",1,1,NA,NA
"566","75177",1,1,NA,NA
"567","75690",1,1,NA,NA
"568","76381",1,1,NA,NA
"569","79023",1,1,NA,NA
"570","79644",1,1,NA,NA
"571","81779",1,1,NA,NA
"572","83486",1,1,NA,NA
"573","86119",1,1,NA,NA
"574","87963",1,1,NA,NA
"575","88952",1,1,NA,NA
"576","89707",1,1,NA,NA
"577","92348",1,1,NA,NA
"578","97645",1,1,NA,NA
"579","98598",1,1,NA,NA
"580","98677",1,1,NA,NA
